lineOrig,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Demography 
1024,108,2221,4119103,367480,38,G,N,N,SNBA
1025,109,2222,4119120,367437,36.6,GY,N,N,SNBA
1026,110,2222,4119103,367481,37.1,G,N,N,SNBA
1027,111,2223,4119120,367437,38.1,GY,N,N,SNBA
1028,112,2223,4119130,367485,43.2,G,N,N,SNBA
1029,113,2223,4119109,367478,42.3,G,N,N,SNBA
1030,114,2223,4119109,367478,43.6,GY,N,N,SNBA
1031,115,2224,4119123,367429,37.9,GY,N,N,SNBA
1032,116,2224,4119116,367446,47.5,Y,Y,N,M
1033,117,2226,4119120,367440,45.6,GY,N,N,SNBA
1034,118,2226,4119123,367463,42.5,DY,N,N,SNBA
1035,119,2226,4119123,367463,37.6,GY,N,N,SNBA
1036,120,2227,4119130,367463,42,G,N,N,SNBA
1037,121,2227,4119130,367445,43.4,G,N,N,SNBA
1038,122,2227,4119138,367445,37.1,GY,N,N,SNBA
1039,123,2228,4119120,367441,50.7,Y,Y,N,M
1040,124,2229,4119137,367454,33.9,G,N,N,SNBA
1041,125,2229,4119136,367456,36.6,G,N,N,SNBA
1042,126,2229,4119136,367437,40,G,N,N,SNBA
1043,127,2230,4119131,367451,50.6,Y,Y,N,M
1044,128,2232,4119129,367477,41.8,GY,N,N,SNBA
1045,129,2235,4119258,367490,52.9,Y,Y,N,M
1046,130,2235,4119163,367511,53.6,GY,N,Y,F
1047,131,2235,4119156,367508,40.5,GY,N,N,SNBA
1048,132,2236,4119183,367479,36.4,GY,N,N,SNBA
1049,133,2237,4119173,367503,48.2,DY,N,Y,F
1050,134,2237,4119164,367526,39.3,G,N,N,SNBA
1051,135,2238,4119174,367509,40.6,GY,N,N,SNBA
1052,136,2239,4119194,367511,36.3,GY,N,N,SNBA
1053,137,2240,4119199,367504,44.3,DY,N,N,SNBA
1054,138,2240,4119195,367532,39.2,G,N,N,SNBA
1055,139,2240,4119195,367532,38.9,GY,N,N,SNBA
1056,140,2241,4119184,367516,36.2,GY,N,N,SNBA
1057,141,2242,4119183,367520,39.9,GY,N,N,SNBA
1058,142,2242,4119196,367523,43.3,Y,Y,N,M
1059,143,2243,4119195,367525,35.8,GY,N,N,SNBA
1060,144,2244,4119198,367517,50.7,Y,Y,N,M
1061,145,2245,4119197,367551,41.1,GY,N,N,SNBA
1062,146,2246,4119229,367557,46.1,DY,Y,N,M
1063,147,2246,4119220,367566,43.7,GY,N,N,SNBA
1064,148,2247,4119242,367553,48.1,GY,N,N,SNBA
1065,149,2247,4119215,367570,36.2,GY,N,N,SNBA
1066,150,2249,4119248,367564,43.8,DY,N,N,SNBA
1067,151,2249,4119232,367567,46.6,DY,Y,N,M
1068,152,2250,4119261,367554,42.7,GY,N,N,SNBA
1069,153,2250,4119234,367575,37.7,GY,N,N,SNBA
1070,154,2252,4119237,367572,54.4,DY,Y,N,M
1071,155,2253,4119261,367568,39.1,GY,N,N,SNBA
1072,156,2253,4119265,367550,39.1,GY,N,N,SNBA
1073,157,2254,4119293,367549,40.2,GY,N,N,SNBA
1074,158,2255,4119259,367596,42.8,GY,N,N,SNBA
1075,159,2257,4119308,367573,33.8,GY,N,N,SNBA
1076,160,2258,4119307,367571,46.3,GY,N,N,SNBA
1077,161,2258,4119301,367631,49.7,DY,N,Y,F
1078,162,2259,4119310,367581,38.8,GY,N,N,SNBA
1079,163,2301,4119338,367601,43,GY,N,Y,F
1080,164,2302,4119309,367626,49.8,GY,N,N,SNBA
1081,165,2302,4119316,367630,44.2,GY,N,N,SNBA
1082,166,2302,4119334,367607,52.3,Y,Y,N,M
1083,167,2303,4119334,367621,39.3,GY,N,N,SNBA
1084,168,2303,4119334,367648,42,GY,N,N,SNBA
1085,170,2304,4119350,367620,44.2,Y,N,N,SNBA
1086,171,2305,4119338,367624,48.6,GY,N,N,SNBA
1087,172,2305,4119346,367647,38,G,N,N,SNBA
1088,173,2305,4119346,367647,36.9,G,N,N,SNBA
1089,174,2307,4119373,367605,35.5,GY,N,N,SNBA
1090,175,2307,4119361,367642,35.6,G,N,N,SNBA
1091,176,2308,4119346,367631,41.7,GY,N,N,SNBA
1092,177,2308,4119376,367597,36.8,GY,N,N,SNBA
1093,178,2309,4119367,367638,43.2,GY,N,N,SNBA
1094,179,2309,4119375,367607,35,GY,N,N,SNBA
1095,180,2310,4119375,367598,35.5,GY,N,N,SNBA
1096,181,2312,4119380,367606,40.7,G,N,N,SNBA
1097,182,2313,4119391,367641,52.9,Y,Y,N,M
1098,183,2314,4119401,367611,48.1,GY,N,N,SNBA
1099,184,2315,4119401,367616,48.5,GY,N,N,SNBA
1100,185,2316,4119413,367612,46.2,GY,N,N,SNBA
1101,186,2318,4119448,367565,38.7,G,N,N,SNBA
1102,187,2318,4119432,367665,40.2,G,N,N,SNBA
1103,188,2319,4119457,367631,52,DY,N,Y,F
1104,189,2320,4119446,367650,40.8,G,N,N,SNBA
1105,190,2321,4119453,367627,43.9,GY,N,Y,F
1106,191,2322,4119460,367630,43,GY,N,N,SNBA
1107,192,2323,4119471,367653,39.3,G,N,N,SNBA
1108,193,2324,4119501,367633,56.4,DY,N,Y,F
1109,194,2325,4119500,367625,51.6,Y,Y,N,M
1110,195,2326,4119512,367665,47.7,DY,Y,N,M
1111,196,2327,4119523,367675,40.4,G,N,N,SNBA
1112,197,2327,4119523,367675,42.1,G,N,N,SNBA
1113,198,2329,4119545,367675,43,GY,N,N,SNBA
1114,199,2330,4119558,367643,51,DY,N,Y,F
1115,200,2330,4119550,367673,47.2,DY,N,N,SNBA
1116,201,2331,4119572,367633,51.5,Y,Y,N,M
1117,202,2331,4119563,367662,52.7,DY,N,Y,F
1118,203,2332,4119571,367645,48.8,Y,N,Y,F
1119,204,2333,4119577,367639,54,Y,N,Y,F
1120,205,2333,4119585,367652,39.4,DY,N,N,SNBA
1121,206,2335,4119592,367648,39.6,G,N,N,SNBA
1122,207,2335,4119580,367628,41.5,DY,N,N,SNBA
1123,208,2335,4119602,367658,38.4,G,N,N,SNBA
1124,209,2336,4119600,367664,39.1,DY,N,N,SNBA
1125,210,2336,4119592,367620,45.6,GY,N,N,SNBA
1126,211,2336,4119614,367614,37.1,GY,N,N,SNBA
1127,212,2338,4119605,367643,35.6,G,N,N,SNBA
1128,213,2339,4119587,367616,40.5,DY,N,N,SNBA
1129,214,2339,4119621,367640,41.3,GY,N,N,SNBA
1130,215,2339,4119621,367640,37.8,GY,N,N,SNBA
1131,216,2341,4119604,367617,44.9,Y,Y,N,M
1132,217,2341,4119600,367629,48.1,DY,N,N,SNBA
1133,218,2341,4119628,367628,38.5,GY,N,N,SNBA
1134,219,2342,4119648,367639,46.8,DY,N,N,SNBA
1135,220,2342,4119609,367613,50.9,Y,Y,N,M
1136,221,2345,4119648,367631,47.6,DY,Y,N,M
1137,222,2346,4119650,367631,46.4,DY,Y,N,M
1138,223,2346,4119631,367611,48,Y,N,N,SNBA
1139,224,2348,4119664,367326,41.7,G,N,N,SNBA
1140,225,2348,4119640,367600,38.6,GY,N,N,SNBA
1141,226,2349,4119638,367598,49.7,Y,Y,N,M
1142,227,2349,4119683,367624,36.9,GY,N,N,SNBA
1143,228,2349,4119649,367594,50.9,GY,N,Y,F
1144,229,2351,4119665,367625,47.8,DY,N,Y,F
1145,230,2351,4119658,367606,51,DY,N,Y,F
1146,231,2352,4119662,367603,41.1,GY,N,N,SNBA
1147,232,2353,4119659,367599,45,DY,N,N,SNBA
1148,233,2353,4119655,367591,49.1,Y,Y,N,M
1149,234,2354,4119679,367621,50,DY,N,N,SNBA
1150,235,2355,4119699,367629,51.6,GY,N,Y,F
1151,236,2355,4119689,367594,40.8,GY,N,N,SNBA
1152,237,2356,4119708,367613,43.3,GY,N,N,SNBA
1153,238,2356,4119688,367576,42,GY,N,Y,F
1154,239,2356,4119707,367621,40.1,G,N,N,SNBA
1155,240,2358,4119705,367588,49.2,GY,N,N,SNBA
1156,241,2358,4119724,367617,41.3,G,N,N,SNBA
1157,242,2358,4119724,367617,44.1,G,N,N,SNBA
1158,243,2359,4119714,367585,41.3,GY,N,N,SNBA
1159,244,1,4119727,367617,48.2,GY,N,N,SNBA
1160,245,3,4119736,367618,37.8,G,N,N,SNBA
1161,246,3,4119750,367596,39.4,DY,N,N,SNBA
1162,247,3,4119740,367587,50.3,GY,N,Y,F
1163,248,3,4119743,367618,37.8,DY,N,N,SNBA
1164,249,4,4119746,367591,35.4,GY,N,N,SNBA
1165,250,4,4119755,367612,48.9,DY,Y,N,M
1166,251,4,4119755,367612,44.3,Y,N,N,SNBA
1167,252,4,4119757,367615,43.1,DY,N,N,SNBA
1168,253,4,4119747,367579,41.1,GY,N,N,SNBA
1169,254,6,4119747,367608,56.2,GY,N,Y,F
1170,255,6,4119763,367572,50.8,DY,N,Y,F
1171,256,7,4119778,367613,37.2,G,N,N,SNBA
1172,257,7,4119778,367613,39.7,G,N,N,SNBA
1173,258,7,4119778,367583,41.5,GY,N,N,SNBA
1174,259,7,4119778,367583,53.6,DY,N,Y,F
1175,260,8,4119765,367589,43.9,GY,N,N,SNBA
1176,261,9,4119786,367617,41.9,G,N,N,SNBA
1177,262,9,4119766,367574,42.8,GY,N,N,SNBA
1178,263,11,4119816,367577,49.9,Y,Y,N,M
1179,264,11,4119795,367575,48.3,GY,N,Y,F
1180,265,11,4119819,367590,45.7,GY,N,N,SNBA
1181,266,12,4119815,367600,40.8,G,N,N,SNBA
1182,267,12,4119797,367572,48.4,GY,N,Y,F
1183,268,12,4119799,367548,36.2,GY,N,N,SNBA
1184,269,12,4119818,367584,53.1,G,N,N,SNBA
1185,270,14,4119807,367573,40,GY,N,N,SNBA
1186,271,15,4119815,367576,35.1,GY,N,N,SNBA
1187,272,15,4119817,367573,43.4,G,N,N,SNBA
1189,273,51,4120541,363825,52.2,Y,Y,N,M
1190,274,52,4120556,363803,50.8,Y,Y,N,M
1191,275,53,4120584,363793,51.6,GY,N,N,SNBA
1192,276,53,4120578,363786,46.8,Y,Y,N,M
1193,277,54,4120593,363790,52.6,Y,Y,N,M
1194,278,55,4120586,363763,53.4,Y,Y,N,M
1195,279,55,4120586,363763,49.3,DY,N,Y,F
1196,280,56,4120615,363778,51.1,Y,Y,N,M
1197,281,56,4120595,363756,48.9,Y,Y,N,M
1198,282,57,4120608,363749,52.3,DY,N,Y,F
1199,283,58,4120624,363762,52.4,Y,Y,N,M
1200,284,58,4120629,363765,36.9,G,N,N,SNBA
1201,285,59,4120638,363739,54.4,Y,Y,N,M
1202,286,59,4120644,363738,41.7,GY,N,Y,F
1203,287,101,4120640,363743,43.7,GY,N,N,SNBA
1204,288,102,4120647,363738,54.1,Y,Y,N,M
1205,290,103,4120676,363738,58.3,Y,Y,N,M
1206,291,106,4120811,363729,54,GY,N,N,SNBA
1207,292,106,4120805,363731,50.8,Y,Y,N,M
1208,293,106,4120803,363727,54,Y,Y,N,M
1209,294,108,4120816,363719,43.4,GY,N,Y,F
1210,295,109,4120860,363747,54.2,Y,Y,N,M
1211,296,110,4120836,363735,45.9,GY,N,Y,F
1212,297,113,4120928,363700,54.3,Y,Y,N,M
1213,298,114,4120949,363681,49.2,GY,N,Y,F
